RICHIESTA N° PROT;RICHIESTA ANNO PROT;RICHIESTA DATA;PROCEDIMENTO;ESITO PRATICA;CHIUSURA PRATICA DATA;CODICE VIA;CIVICO;ESPONENTE CIVICO;LOCALIZZAZIONI LISTA
166684;2014;2014-06-05;permesso di costruire LR 15/2013;Diniegata;2015-02-05;52250;8;;VIA DI SABBIUNO N.  8
161348;2014;2014-05-30;permesso di costruire LR 15/2013;Rilasciata;2018-02-16;38450;10;;VIA FULVIO MILANI N.  10
188203;2014;2014-06-26;permesso di costruire LR 15/2013;Rinunciata;2015-07-13;15850;2;3;VIA CERODOLO N.  2 / 3
127615;2015;2015-05-05;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2016-04-18;27430;;;PIAZZA GIOVANNI DA VERRAZZANO INTERNO 0  ( Civico da definire )
249027;2015;2015-08-07;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2017-03-27;21930;5;;VIA PETRONIO FANCELLI N.  5 INTERNO 1  PIANO T
258374;2015;2015-08-24;permesso di costruire LR 15/2013;Rilasciata;2016-06-08;51050;25;;VIA DI RONCRIO N.  25 INTERNO 0
321640;2015;2015-10-19;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2016-03-14;11050;40;;VIA CADRIANO N.  40 INTERNO 0  PIANO T-1
371746;2015;2015-11-26;permesso di costruire LR 15/2013;Rilasciata;2016-04-18;51050;53;;VIA DI RONCRIO N.  53 INTERNO 0
388398;2015;2015-12-11;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2016-05-23;17950;203;;VIA DI CORTICELLA N.  203 INTERNO 0
83296;2016;2016-03-10;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2016-10-11;37700;;;VIA PIETRO MENGOLI INTERNO 0  (Civico da definire)  PIANO IT12
90758;2016;2016-03-16;permesso di costruire LR 15/2013;Rilasciata;2016-07-19;9830;8;;VIA GIUSEPPE BOSI N.  8 INTERNO 0
131356;2016;2016-04-20;permesso di costruire LR 15/2013;Rinunciata su istanza di parte;2019-11-08;20830;24;;VIA GIUSEPPE DOZZA N.  24 INTERNO 0
141787;2016;2016-04-29;permesso di costruire LR 15/2013;Rinunciata;2016-07-15;20830;24;;VIA GIUSEPPE DOZZA N.  24 INTERNO 0
155437;2016;2016-05-10;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2016-11-18;23250;21;;VIA ALESSANDRO FLEMING N.  21 INTERNO 0
180334;2016;2016-05-25;permesso di costruire LR 15/2013;Rinunciata;2017-06-14;56750;26;;VIA CLOTILDE TAMBRONI N.  26 INTERNO 0
227408;2016;2016-07-01;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2017-03-13;54600;3;;VIA SICILIA N.  3 INTERNO 0
247355;2016;2016-07-19;permesso di costruire LR 15/2013;Decaduta;2018-10-15;55550;2;;VIA ARMANDO SPADINI N.  2 INTERNO 0
247755;2016;2016-07-19;permesso di costruire LR 15/2013;Decaduta;2018-10-15;55550;2;;VIA ARMANDO SPADINI N.  2 INTERNO 0
259538;2016;2016-07-29;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2017-03-14;54000;3;;VIA DELLE SCUOLE N.  3 INTERNO 0
265191;2016;2016-08-03;permesso di costruire LR 15/2013;Rilasciata;2016-10-17;32500;22;C;VIA S.LORENZO N.  22 / C INTERNO 0  PIANO T
344229;2016;2016-10-14;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2017-05-30;44200;34;;VIA PARISIO N.  34 INTERNO 1
370173;2016;2016-11-05;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2017-06-29;29150;19;;VIA FRATELLI GRUPPI N.  19 INTERNO 0
74258;2017;2017-02-27;permesso di costruire LR 15/2013;Rinunciata;2017-03-22;27350;;;VIA GIORGIONE INTERNO 0  (Civico da definire)  PIANO ST12
154275;2017;2017-05-03;permesso di costruire LR 15/2013;Concluso   Esito positivo;2017-10-03;20950;;;VIA DUE MADONNE INTERNO 0  (Civico da definire)
281911;2017;2017-08-07;permesso di costruire LR 15/2013;Diniegata;2018-01-10;36400;86;;VIA MASCARELLA N.  86 INTERNO 0
286148;2017;2017-08-10;permesso di costruire LR 15/2013;Rinunciata;2017-11-03;13150;1;;VIALE GIOSUE' CARDUCCI N.  1 INTERNO 0  PIANO T,1,2
445309;2017;2017-12-06;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2018-07-12;1350;54;;VIALE ANTONIO ALDINI N.  54 INTERNO 0
454838;2017;2017-12-14;permesso di costruire LR 15/2013;Rinunciata;2018-02-21;2900;58;;VIA DELL'ARCOVEGGIO N.  58 INTERNO 0
456561;2017;2017-12-15;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2018-03-07;4600;27;;VIA S. BARBARA N.  27 INTERNO 0
62060;2018;2018-02-09;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2018-08-06;53550;58;;VIA SCANDELLARA N.  58 INTERNO 0
179921;2019;2019-04-16;permesso di costruire LR 15/2013;Diniegata;2019-11-19;35450;26;;VIA S. MARGHERITA AL COLLE N.  26 INTERNO 0
121662;2018;2018-03-22;permesso di costruire LR 15/2013;Rilasciata;2018-07-20;20100;11;;VIA DELLA DIRETTISSIMA N.  11 INTERNO -
416384;2019;2019-09-20;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2020-09-22;50350;12;2;VIALE DEL RISORGIMENTO N.  12 / 2 INTERNO 0
330832;2020;2020-08-25;permesso di costruire LR 15/2013;Rilasciata;2021-04-15;11050;12;2;VIA CADRIANO N.  12 / 2 INTERNO 0  PIANO T
501487;2020;2020-11-28;permesso di costruire LR 15/2013;;;54650;85;2;VIA SIEPELUNGA N.  85 / 2 INTERNO -
399896;2020;2020-10-07;permesso di costruire LR 15/2013;Rinunciata;2021-05-13;32650;15;7;VIA DI S.LUCA N.  15 / 7 INTERNO 0
373405;2018;2018-09-12;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2019-04-16;55800;5;a;VIA DELLO SPIRAGLIO N.  5 / a INTERNO 0
94452;2021;2021-02-26;permesso di costruire LR 15/2013;;;32650;36;;VIA DI S.LUCA N.  36 INTERNO 0
111630;2021;2021-03-09;permesso di costruire LR 15/2013;Rinunciata su istanza di parte;2022-09-27;41900;19;;VIA ALDO OGNIBENE N.  19 INTERNO 0
131453;2021;2021-03-19;permesso di costruire LR 15/2013;Annullata su istanza di parte;2021-05-25;56850;7;;VIA TANARI VECCHIA N.  7 INTERNO 0
109815;2021;2021-03-09;permesso di costruire LR 15/2013;Rilasciata;2022-02-28;24850;8;2;VIA DI GAIBOLA N.  8 / 2 INTERNO 0
125409;2021;2021-03-17;permesso di costruire LR 15/2013;Rilasciata;2021-12-14;45300;40;;VIA FRANCESCO PETRARCA N.  40 INTERNO 0  PIANO 1
185140;2021;2021-04-22;permesso di costruire LR 15/2013;Rilasciata;2022-01-19;12450;3;;VIA ANTONIO CANOVA N.  3 INTERNO 0
248762;2021;2021-05-29;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2021-09-23;11950;34;;VIA ALFREDO CALZOLARI N.  34 INTERNO 0
270386;2021;2021-06-14;permesso di costruire LR 15/2013;Diniegata;2021-09-17;50570;30;;VIA GIUSEPPE RIVANI N.  30 INTERNO 0  PIANO s1
272792;2021;2021-06-15;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2022-02-10;42850;80;;VIA DELL'OSSERVANZA N.  80 INTERNO 0
463200;2021;2021-10-16;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2022-03-10;5750;10;A;VIA DEL BATTIFERRO N.  10 / A INTERNO 0
479802;2021;2021-10-26;permesso di costruire LR 15/2013;Diniegata;2022-05-18;5050;5;4;VIA DEL BARROCCIO N.  5 / 4 INTERNO 0
180825;2022;2022-04-14;permesso di costruire LR 15/2013;Concluso   Esito negativo;2022-08-29;38650;13;;VIA DEL MILLIARIO N.  13 INTERNO 0  PIANO t
381058;2022;2022-06-17;permesso di costruire LR 15/2013;Rilasciata;2022-06-17;5050;5;4;VIA DEL BARROCCIO N.  5 / 4 INTERNO 0
402042;2022;2022-06-29;permesso di costruire LR 15/2013;Rilasciata;2022-09-27;52250;11;;VIA DI SABBIUNO N.  11 INTERNO 0
460618;2022;2022-07-28;permesso di costruire LR 15/2013;Rilasciata;2022-11-14;52950;142;;VIA SARAGOZZA N.  142 INTERNO 0
641947;2022;2022-10-04;permesso di costruire LR 15/2013;Diniegata;2023-03-16;42850;80;;VIA DELL'OSSERVANZA N.  80 INTERNO 0
746970;2022;2022-11-10;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2023-05-09;47700;34;;VIA DEL POZZO N.  34 INTERNO 0
860185;2022;2022-12-30;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2024-01-29;51400;42;;VIA DELLE ROSE N.  42 INTERNO 0
18099;2023;2023-01-11;permesso di costruire LR 15/2013;Rilasciata;2023-04-24;19850;5;;VIA MARIO DE MARIA N.  5 INTERNO 0
142249;2023;2023-03-06;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2023-08-01;750;175;;VIA AGUCCHI N.  175 INTERNO /
219872;2023;2023-03-31;permesso di costruire LR 15/2013;Diniegata;2023-07-05;53450;16;;VIA DEGLI SCALINI N.  16 INTERNO 0  PIANO S1
264675;2023;2023-04-14;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2024-03-29;21400;56;;VIA EMILIA PONENTE N.  56 INTERNO 0
326434;2023;2023-05-06;permesso di costruire LR 15/2013;Rilasciata;2023-09-27;43400;8;;VIA DEL PAGNONE N.  8 INTERNO 0
510926;2023;2023-08-02;permesso di costruire LR 15/2013;Diniegata;2023-12-13;53450;16;;VIA DEGLI SCALINI N.  16 INTERNO 0
553556;2023;2023-08-24;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2024-03-29;35850;26;;VIA TOMMASO MARTELLI N.  26 INTERNO 0  PIANO T
46728;2024;2024-01-25;permesso di costruire LR 15/2013;Rinunciata su istanza di parte;2024-08-13;58600;209;;VIA TOSCANA N.  209 INTERNO 0
215202;2024;2024-03-29;permesso di costruire LR 15/2013;;;45600;17;;VIA PIANORO N.  17 INTERNO 1
298334;2024;2024-05-01;permesso di costruire LR 15/2013;;;42850;35;;VIA DELL'OSSERVANZA N.  35 INTERNO 0
426858;2024;2024-06-25;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2024-08-21;30620;38;3;VIA MARTIN LUTHER KING N.  38 / 3 INTERNO 0  PIANO T
427199;2018;2018-10-18;permesso di costruire LR 15/2013 - non residenziale;Concluso   Esito negativo;2019-08-08;17950;91;;VIA DI CORTICELLA N.  91 INTERNO 0
86753;2018;2018-02-27;permesso di costruire LR 15/2013 - non residenziale;Rilasciata;2018-05-29;55700;42;;VIA SPERANZA N.  42 INTERNO UNICO  PIANO T
337942;2018;2018-08-10;permesso di costruire LR 15/2013 - non residenziale;Rilasciata;2018-11-13;30180;56;;VIA DELL'INDUSTRIA N.  56 INTERNO 0  PIANO t
262657;2019;2019-06-05;permesso di costruire LR 15/2013 - non residenziale;Rinunciata su istanza di parte;2019-07-25;750;80;;VIA AGUCCHI N.  80 INTERNO 0  PIANO t
25935;2020;2020-01-18;permesso di costruire LR 15/2013 - non residenziale;Rinunciata;2020-04-02;26930;8;;VIA GIUSEPPE GIACOSA N.  8 INTERNO 0  PIANO T-1-S
533118;2018;2018-12-21;permesso di costruire LR 15/2013 - non residenziale;Concluso   Esito positivo;2019-03-21;52400;13;;VIA AURELIO SAFFI N.  13 INTERNO 2
295678;2019;2019-06-25;permesso di costruire LR 15/2013 - non residenziale;Rilasciata;2019-08-08;5830;4;;VIA DEL BATTIRAME N.  4 INTERNO 0
560167;2019;2019-12-16;permesso di costruire LR 15/2013 - non residenziale;Rilasciata;2020-02-12;12450;30;;VIA ANTONIO CANOVA N.  30 INTERNO 3  PIANO Terra
424253;2020;2020-10-21;permesso di costruire LR 15/2013 - non residenziale;Concluso   Esito negativo;2020-12-23;5750;2;;VIA DEL BATTIFERRO N.  2 INTERNO 0
337136;2018;2018-08-09;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni / DINIEGO SUAP;2018-09-21;21400;485;;VIA EMILIA PONENTE N.  485 INTERNO 0
143255;2020;2020-04-09;permesso di costruire LR 15/2013 - non residenziale;Parere edilizio contrario_DINIEGO SUAP;2020-09-03;21280;6;B;VIA DELL'ELETTRICISTA N.  6 / B INTERNO 0  PIANO T
332926;2018;2018-08-06;permesso di costruire LR 15/2013 - non residenziale;;;30450;77;;VIA S.ISAIA N.  77 INTERNO 0
152722;2018;2018-04-13;permesso di costruire LR 15/2013 - non residenziale;Rilasciata;2021-08-10;63100;56;4;VIA FRANCESCO ZANARDI N.  56 / 4 INTERNO 0  PIANO T-1-S
442858;2019;2019-10-07;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2021-02-19;31370;25;;VIALE ILIC ULJANOV LENIN N.  25 INTERNO 0  PIANO t-1-2
109124;2020;2020-03-11;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2020-08-20;58230;1;;VIA DEL TORNITORE N.  1 INTERNO 0  PIANO T
123618;2018;2018-03-23;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2018-07-12;15200;80;5;VIA ANTONIO CAVALIERI DUCATI N.  80 / 5 INTERNO 0
384196;2020;2020-09-29;permesso di costruire LR 15/2013 - non residenziale;Diniegata_Suap;2021-06-08;35100;;;VIA MARCO EMILIO LEPIDO INTERNO --  (Civico da definire)  PIANO --
515702;2020;2020-12-04;permesso di costruire LR 15/2013 - non residenziale;Rilasciata;2021-03-29;13500;75;;VIA DE' CARRACCI N.  75 INTERNO 0  PIANO T-S1
267768;2018;2018-06-22;permesso di costruire LR 15/2013 - non residenziale;Rilasciata;2018-08-01;30850;29;;VIA LARGA N.  29 INTERNO 0  PIANO T
416003;2018;2018-10-10;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2019-08-20;20200;4;;VIA GIUSEPPE DI VITTORIO N.  4 INTERNO 0
287507;2019;2019-06-20;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2019-12-04;42850;19;;VIA DELL'OSSERVANZA N.  19 INTERNO 0
136542;2020;2020-04-06;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2021-07-29;35380;;;VIA GALEAZZO MARESCOTTI  ( Civico da definire )
11092;2016;2016-01-14;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2016-05-31;2900;52;;VIA DELL'ARCOVEGGIO N.  52 INTERNO 0
101580;2016;2016-03-26;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2016-06-27;14300;10;;VIA CASTELDEBOLE N.  10 INTERNO 0
124355;2016;2016-04-14;permesso di costruire LR 15/2013 - non residenziale;Rilasciata;2016-07-19;45100;10;;VIA PERSICETANA VECCHIA N.  10 INTERNO 0
148294;2016;2016-05-05;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2016-10-12;30450;77;;VIA S.ISAIA N.  77 INTERNO 0  PIANO T
180183;2016;2016-05-25;permesso di costruire LR 15/2013 - non residenziale;Rilasciato titolo unico;2017-01-31;38300;47;;VIA MICHELINO N.  47 INTERNO 0
278283;2016;2016-08-22;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2017-06-15;35100;;;VIA MARCO EMILIO LEPIDO INTERNO 0  (Civico da definire)
19423;2017;2017-01-19;permesso di costruire LR 15/2013 - non residenziale;Rinunciata;2017-05-10;2900;50;2;VIA DELL'ARCOVEGGIO N.  50 / 2 INTERNO 0
58536;2017;2017-02-15;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2018-04-19;30400;53;;VIA IRNERIO N.  53 INTERNO 0
63686;2017;2017-02-19;permesso di costruire LR 15/2013 - non residenziale;Concluso   Esito positivo;2017-03-29;17100;18;A;VIA EDOARDO COLLAMARINI N.  18 / A INTERNO 0
84623;2017;2017-03-07;permesso di costruire LR 15/2013 - non residenziale;Concluso   Esito positivo;2017-07-06;30180;34;2;VIA DELL'INDUSTRIA N.  34 / 2 INTERNO 0  PIANO t
181712;2017;2017-05-19;permesso di costruire LR 15/2013 - non residenziale;Rilasciata;2017-08-11;17400;36;;VIA CRISTOFORO COLOMBO N.  36 INTERNO 0
230343;2017;2017-06-26;permesso di costruire LR 15/2013 - non residenziale;Rilasciata;2017-08-04;54180;10;;VIA DEL SELCIATORE N.  10 INTERNO 0  PIANO T
231353;2017;2017-06-27;permesso di costruire LR 15/2013 - non residenziale;Concluso   Esito negativo;2017-09-20;2900;;;VIA DELL'ARCOVEGGIO INTERNO 0  (Civico da definire)
361198;2017;2017-10-06;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2018-05-17;5800;91;;VIA BATTINDARNO N.  91 INTERNO 0
425813;2017;2017-11-22;permesso di costruire LR 15/2013 - non residenziale;Concluso   Esito positivo;2018-03-07;30180;55;;VIA DELL'INDUSTRIA N.  55 INTERNO 0
153820;2019;2019-04-03;permesso di costruire LR 15/2013 - non residenziale;Rinunciata;2019-07-23;57730;2;;VIA DEL TIPOGRAFO N.  2 INTERNO 0
544269;2019;2019-12-05;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2020-06-01;45850;3;;VIA PIERO DELLA FRANCESCA N.  3 INTERNO 0  PIANO -
415869;2018;2018-10-10;permesso di costruire LR 15/2013 - non residenziale;Inefficace per decadenza dei termini di inizio lavori;2020-05-14;22400;114;;VIA FERRARESE N.  114 INTERNO 0
331701;2019;2019-07-18;permesso di costruire LR 15/2013 - non residenziale;Rinunciata;2019-08-09;30280;7;;VIA DELL'INTAGLIATORE N.  7 INTERNO 0  PIANO T-1
45913;2019;2019-01-29;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2019-05-08;59150;8;A;PIAZZA TRENTO E TRIESTE N.  8 / A INTERNO 0
73302;2019;2019-02-14;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2020-03-23;18350;2;;VIALE RINO CRISTIANI N.  2 INTERNO -
350550;2019;2019-07-31;permesso di costruire LR 15/2013 - non residenziale;Rinunciata su istanza di parte;2019-10-25;16400;24;;VIA DEL CHIU' N.  24 INTERNO 0  PIANO T-1
333798;2018;2018-08-07;permesso di costruire LR 15/2013 - non residenziale;;;24450;24;;VIA FRASSINAGO N.  24 INTERNO 0
378827;2020;2020-09-26;permesso di costruire LR 15/2013 - non residenziale;Rinunciata su istanza di parte;2021-09-10;25050;1;;VIA DUCCIO GALIMBERTI N.  1 INTERNO 0
257489;2021;2021-06-05;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2022-04-14;28350;24;40;VIA DEL GOMITO N.  24 / 40 INTERNO 0
362459;2021;2021-08-11;permesso di costruire LR 15/2013 - non residenziale;Rinunciata su istanza di parte;2021-10-20;70;;;VIA NICOLO' DELL'ABATE INTERNO 0  (Civico da definire)  PIANO t
29231;2022;2022-01-20;permesso di costruire LR 15/2013 - non residenziale;Diniegata_SUAP;2022-04-05;51860;6;E;VIA ANGELO RUFFINI N.  6 / E INTERNO 0  PIANO TERRA
44924;2022;2022-01-27;permesso di costruire LR 15/2013 - non residenziale;;;19850;3;A;VIA MARIO DE MARIA N.  3 / A INTERNO 0  PIANO T
70262;2022;2022-02-10;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2022-08-24;53450;23;;VIA DEGLI SCALINI N.  23 INTERNO 0
129102;2022;2022-03-17;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2023-01-17;25960;;;VIA ARTURO GAZZONI  (Civico da definire)
133209;2022;2022-03-19;permesso di costruire LR 15/2013 - non residenziale;Rilasciata;2022-05-02;30180;33;A;VIA DELL'INDUSTRIA N.  33 / A INTERNO 0  PIANO TERRA
346674;2022;2022-05-30;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2022-08-10;11300;6;;VIA CALABRIA N.  6 INTERNO 0  PIANO T
602963;2022;2022-09-17;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2023-01-26;45100;10;;VIA PERSICETANA VECCHIA N.  10 INTERNO 0
717586;2022;2022-11-03;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2023-02-22;13500;69;7;VIA DE' CARRACCI N.  69 / 7 INTERNO g-e
730039;2022;2022-11-07;permesso di costruire LR 15/2013 - non residenziale;Rilasciata;2023-02-09;19480;;;VIALE ALCIDE DE GASPERI  (Civico da definire)
813128;2022;2022-12-06;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2023-03-10;15140;;;PARCO CAVAIONI INTERNO 0  (Civico da definire)
40272;2023;2023-01-21;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2023-05-08;50250;4;;VIA RIMESSE N.  4 INTERNO 0
102903;2023;2023-02-15;permesso di costruire LR 15/2013 - non residenziale;Rilasciata;2023-05-16;15200;21;;VIA ANTONIO CAVALIERI DUCATI N.  21 INTERNO 0
465579;2023;2023-07-10;permesso di costruire LR 15/2013 - non residenziale;Rilasciata;2023-09-13;51860;6;E;VIA ANGELO RUFFINI N.  6 / E INTERNO 0  PIANO T
639008;2023;2023-09-30;permesso di costruire LR 15/2013 - non residenziale;;;54650;46;;VIA SIEPELUNGA N.  46 INTERNO 0  PIANO 0
809322;2023;2023-12-05;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2024-06-10;57200;46;;VIA DEL TERRAPIENO N.  46 INTERNO -  PIANO T
50586;2024;2024-01-26;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2024-10-01;15140;;;PARCO CAVAIONI INTERNO /  (Civico da definire)  PIANO T
148279;2024;2024-03-08;permesso di costruire LR 15/2013 - non residenziale;;;20400;1;;VIA SAN DOMENICO N.  1 INTERNO 0  PIANO 6
369061;2024;2024-06-01;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2024-11-28;29850;3;;VIA GUIDO GUINIZELLI N.  3 INTERNO 0  PIANO T-1
854935;2024;2024-11-29;permesso di costruire LR 15/2013 - non residenziale;;;28350;24;40;VIA DEL GOMITO N.  24 / 40 INTERNO 0
84524;2009;2009-04-09;permesso di costruire PRU Urbanistica;Rilasciata con prescrizioni;2010-05-03;;;;
93547;2009;2009-04-21;permesso di costruire PRU Urbanistica;;;;;;
172704;2009;2009-07-02;permesso di costruire PRU Urbanistica;Rilasciata con prescrizioni;2009-09-01;36230;;;VIA CARLO MARX  ( Civico da definire )
301270;2010;2010-12-16;permesso di costruire PRU Urbanistica;Rilasciata con prescrizioni;2012-01-12;22400;;;VIA FERRARESE
288061;2019;2019-06-20;permesso di costruire telefonia mobile - non residenziale;Concluso   Esito positivo;2019-09-27;55950;40;;VIA STALINGRADO N.  40 INTERNO 0
323411;2019;2019-07-12;permesso di costruire telefonia mobile - non residenziale;Concluso   Esito positivo;2019-10-15;31000;37;;VIA DEL LAVORO N.  37 INTERNO 0
533241;2018;2018-12-22;permesso di costruire telefonia mobile - non residenziale;Concluso   Esito negativo;2019-04-29;31000;37;;VIA DEL LAVORO N.  37 INTERNO 0  PIANO 6
197666;2020;2020-05-19;permesso di costruire telefonia mobile - non residenziale;Rilasciata;2020-09-16;37300;33;;VIA MAZZINI N.  33 INTERNO 0  PIANO coper
181911;2019;2019-04-17;permesso di costruire telefonia mobile - non residenziale;Inefficace;2019-05-06;13930;;;VIA ACHILLE CASANOVA INTERNO 0  (Civico da definire)
461187;2018;2018-11-08;permesso di costruire telefonia mobile - non residenziale;Rilasciata;2019-02-08;24450;24;;VIA FRASSINAGO N.  24 INTERNO 0
334685;2019;2019-07-19;permesso di costruire telefonia mobile - non residenziale;Concluso   Esito positivo;2019-11-18;11120;23;;VIA CADUTI DI AMOLA N.  23 INTERNO 0  PIANO 0
280246;2019;2019-06-16;permesso di costruire telefonia mobile - non residenziale;Concluso   Esito positivo;2019-07-31;39500;8;;VIA MONTEBELLO N.  8 INTERNO 0
53750;2019;2019-02-01;permesso di costruire telefonia mobile - non residenziale;Concluso Esito positivo con prescrizioni;2019-04-29;20500;148;;VIA S.DONATO N.  148 INTERNO 0
488205;2018;2018-11-22;permesso di costruire telefonia mobile - non residenziale;Rilasciata;2019-02-08;6800;;;VIA BRUNO BENCIVENNI INTERNO 0  (Civico da definire)
382536;2019;2019-08-29;permesso di costruire telefonia mobile - non residenziale;Concluso   Esito positivo_SUAP Conclusione negativa CdS;2019-12-27;13730;3;;VIA DEL CARROZZAIO N.  3 INTERNO 0
22625;2019;2019-01-17;permesso di costruire telefonia mobile - non residenziale;Concluso   Esito positivo;2019-05-17;36250;24;;VIA MARZABOTTO N.  24 INTERNO 0
323191;2020;2020-08-17;permesso di costruire telefonia mobile - non residenziale;Rilasciata;2020-11-20;6800;;;VIA BRUNO BENCIVENNI INTERNO 0  (Civico da definire)
511487;2020;2020-12-02;permesso di costruire telefonia mobile - non residenziale;Concluso   Esito positivo;2021-02-12;22100;26;;VIA S.FELICE N.  26 INTERNO 0
113438;2021;2021-03-10;permesso di costruire telefonia mobile - non residenziale;Rilasciata;2021-04-19;59350;;;VIA DEL TRIUMVIRATO INTERNO 0  (Civico da definire)
435299;2021;2021-09-30;permesso di costruire telefonia mobile - non residenziale;Rilasciata;2021-10-12;21980;;;VIA FRANCESCO FANTONI INTERNO 0  (Civico da definire)  PIANO 0
435348;2021;2021-09-30;permesso di costruire telefonia mobile - non residenziale;Concluso   Esito negativo;2021-11-10;49900;23;;VIA RIALTO N.  23 INTERNO 0  PIANO COPER
472813;2021;2021-10-22;permesso di costruire telefonia mobile - non residenziale;Rilasciata;2021-11-11;52450;;;VIA DI SALICETO INTERNO 0  (Civico da definire)
578764;2021;2021-12-23;permesso di costruire telefonia mobile - non residenziale;Rilasciata con prescrizioni;2022-03-17;10650;;;VIA MICHELANGELO BUONARROTI  (Civico da definire)
158379;2022;2022-04-01;permesso di costruire telefonia mobile - non residenziale;Improcedibile;2022-04-12;55950;;;VIA STALINGRADO S.N.C.
173660;2022;2022-04-12;permesso di costruire telefonia mobile - non residenziale;Rilasciata;2022-06-24;30180;;;VIA DELL'INDUSTRIA  (Civico da definire)
375108;2022;2022-06-14;permesso di costruire telefonia mobile - non residenziale;Rilasciata con prescrizioni;2022-08-16;58700;11;;VIA DE' TOSCHI N.  11 INTERNO 0
841469;2022;2022-12-21;permesso di costruire telefonia mobile - non residenziale;Rilasciata con prescrizioni;2023-01-19;18150;2;;PIAZZA DELLA COSTITUZIONE N.  2 INTERNO 0
23953;2023;2023-01-12;permesso di costruire telefonia mobile - non residenziale;Rilasciata con prescrizioni;2023-03-07;47920;5;;PIAZZETTA PRENDIPARTE N.  5 INTERNO 0
24741;2023;2023-01-13;permesso di costruire telefonia mobile - non residenziale;Rilasciata con prescrizioni;2023-04-20;9450;123;;VIA DEL BORGO DI SAN PIETRO N.  123 INTERNO 0
96330;2023;2023-02-13;permesso di costruire telefonia mobile - non residenziale;Rilasciata con prescrizioni;2023-05-09;30150;66;;VIA DELL'INDIPENDENZA N.  66 INTERNO 0
97778;2023;2023-02-13;permesso di costruire telefonia mobile - non residenziale;EVASA;2023-04-20;1300;4;;VIA ALBIROLI N.  4 INTERNO 0
257326;2023;2023-04-13;permesso di costruire telefonia mobile - non residenziale;Rilasciata;2023-05-31;8800;11;;VIA CESARE BOLDRINI N.  11 c/o Hotel Europa
279948;2023;2023-04-20;permesso di costruire telefonia mobile - non residenziale;Rilasciata;2023-09-27;57050;;;VIA ALESSANDRO TASSONI INTERNO 0  ( Civico da definire )
